id	choice_key	dilemma_key	payload_key	value
27274485	FIRST	sw_foreign_plot_governor_vik_reg_seolesigge	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274486	SECOND	sw_foreign_plot_governor_vik_reg_seolesigge	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274487	SECOND	sw_foreign_plot_governor_vik_reg_seolesigge	TREASURY	AMOUNT[-1000]
27274488	THIRD	sw_foreign_plot_governor_vik_reg_seolesigge	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274489	FIRST	sw_foreign_plot_governor_vik_reg_snotingaham	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274490	FIRST	sw_foreign_plot_governor_vik_reg_snotingaham	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274491	SECOND	sw_foreign_plot_governor_vik_reg_snotingaham	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274492	SECOND	sw_foreign_plot_governor_vik_reg_snotingaham	TREASURY	AMOUNT[-1000]
27274493	THIRD	sw_foreign_plot_governor_vik_reg_snotingaham	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274494	FIRST	sw_foreign_plot_governor_vik_reg_snotingaham	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274495	FIRST	sw_foreign_plot_governor_vik_reg_snotingaham	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274496	SECOND	sw_foreign_plot_governor_vik_reg_snotingaham	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274497	SECOND	sw_foreign_plot_governor_vik_reg_snotingaham	TREASURY	AMOUNT[-1000]
27274498	THIRD	sw_foreign_plot_governor_vik_reg_snotingaham	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274499	FIRST	sw_foreign_plot_governor_vik_reg_steanford	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274500	FIRST	sw_foreign_plot_governor_vik_reg_steanford	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274501	SECOND	sw_foreign_plot_governor_vik_reg_steanford	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274502	SECOND	sw_foreign_plot_governor_vik_reg_steanford	TREASURY	AMOUNT[-1000]
27274503	THIRD	sw_foreign_plot_governor_vik_reg_steanford	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274504	FIRST	sw_foreign_plot_governor_vik_reg_steanford	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274505	FIRST	sw_foreign_plot_governor_vik_reg_steanford	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274506	SECOND	sw_foreign_plot_governor_vik_reg_steanford	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274507	SECOND	sw_foreign_plot_governor_vik_reg_steanford	TREASURY	AMOUNT[-1000]
27274508	THIRD	sw_foreign_plot_governor_vik_reg_steanford	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274509	FIRST	sw_foreign_plot_governor_vik_reg_tamworthige	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274510	FIRST	sw_foreign_plot_governor_vik_reg_tamworthige	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274511	SECOND	sw_foreign_plot_governor_vik_reg_tamworthige	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274512	SECOND	sw_foreign_plot_governor_vik_reg_tamworthige	TREASURY	AMOUNT[-1000]
27274513	THIRD	sw_foreign_plot_governor_vik_reg_tamworthige	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274514	FIRST	sw_foreign_plot_governor_vik_reg_tamworthige	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274515	FIRST	sw_foreign_plot_governor_vik_reg_tamworthige	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274516	SECOND	sw_foreign_plot_governor_vik_reg_tamworthige	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274517	SECOND	sw_foreign_plot_governor_vik_reg_tamworthige	TREASURY	AMOUNT[-1000]
27274518	THIRD	sw_foreign_plot_governor_vik_reg_tamworthige	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274519	FIRST	sw_foreign_plot_governor_vik_reg_tintagol	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274520	FIRST	sw_foreign_plot_governor_vik_reg_tintagol	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274521	SECOND	sw_foreign_plot_governor_vik_reg_tintagol	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274522	SECOND	sw_foreign_plot_governor_vik_reg_tintagol	TREASURY	AMOUNT[-1000]
27274523	THIRD	sw_foreign_plot_governor_vik_reg_tintagol	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274524	FIRST	sw_foreign_plot_governor_vik_reg_tintagol	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274525	FIRST	sw_foreign_plot_governor_vik_reg_tintagol	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274526	SECOND	sw_foreign_plot_governor_vik_reg_tintagol	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274527	SECOND	sw_foreign_plot_governor_vik_reg_tintagol	TREASURY	AMOUNT[-1000]
27274528	THIRD	sw_foreign_plot_governor_vik_reg_tintagol	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274529	FIRST	sw_foreign_plot_governor_vik_reg_tor_in_duine	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274530	FIRST	sw_foreign_plot_governor_vik_reg_tor_in_duine	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274531	SECOND	sw_foreign_plot_governor_vik_reg_tor_in_duine	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274532	SECOND	sw_foreign_plot_governor_vik_reg_tor_in_duine	TREASURY	AMOUNT[-1000]
27274533	THIRD	sw_foreign_plot_governor_vik_reg_tor_in_duine	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274534	FIRST	sw_foreign_plot_governor_vik_reg_tor_in_duine	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274535	FIRST	sw_foreign_plot_governor_vik_reg_tor_in_duine	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274536	SECOND	sw_foreign_plot_governor_vik_reg_tor_in_duine	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274537	SECOND	sw_foreign_plot_governor_vik_reg_tor_in_duine	TREASURY	AMOUNT[-1000]
27274538	THIRD	sw_foreign_plot_governor_vik_reg_tor_in_duine	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274539	FIRST	sw_foreign_plot_governor_vik_reg_vedrafjordr	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274540	FIRST	sw_foreign_plot_governor_vik_reg_vedrafjordr	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274541	SECOND	sw_foreign_plot_governor_vik_reg_vedrafjordr	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274542	SECOND	sw_foreign_plot_governor_vik_reg_vedrafjordr	TREASURY	AMOUNT[-1000]
27274543	THIRD	sw_foreign_plot_governor_vik_reg_vedrafjordr	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274544	FIRST	sw_foreign_plot_governor_vik_reg_vedrafjordr	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274545	FIRST	sw_foreign_plot_governor_vik_reg_vedrafjordr	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274546	SECOND	sw_foreign_plot_governor_vik_reg_vedrafjordr	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274547	SECOND	sw_foreign_plot_governor_vik_reg_vedrafjordr	TREASURY	AMOUNT[-1000]
27274548	THIRD	sw_foreign_plot_governor_vik_reg_vedrafjordr	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274549	FIRST	sw_foreign_plot_governor_vik_reg_veisafjordr	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274550	FIRST	sw_foreign_plot_governor_vik_reg_veisafjordr	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274551	SECOND	sw_foreign_plot_governor_vik_reg_veisafjordr	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274552	SECOND	sw_foreign_plot_governor_vik_reg_veisafjordr	TREASURY	AMOUNT[-1000]
27274553	THIRD	sw_foreign_plot_governor_vik_reg_veisafjordr	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274554	FIRST	sw_foreign_plot_governor_vik_reg_veisafjordr	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274555	FIRST	sw_foreign_plot_governor_vik_reg_veisafjordr	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274556	SECOND	sw_foreign_plot_governor_vik_reg_veisafjordr	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274557	SECOND	sw_foreign_plot_governor_vik_reg_veisafjordr	TREASURY	AMOUNT[-1000]
27274558	THIRD	sw_foreign_plot_governor_vik_reg_veisafjordr	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274559	FIRST	sw_foreign_plot_governor_vik_reg_waerincwicum	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274560	FIRST	sw_foreign_plot_governor_vik_reg_waerincwicum	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274561	SECOND	sw_foreign_plot_governor_vik_reg_waerincwicum	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274562	SECOND	sw_foreign_plot_governor_vik_reg_waerincwicum	TREASURY	AMOUNT[-1000]
27274563	THIRD	sw_foreign_plot_governor_vik_reg_waerincwicum	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274564	FIRST	sw_foreign_plot_governor_vik_reg_waerincwicum	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274565	FIRST	sw_foreign_plot_governor_vik_reg_waerincwicum	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274566	SECOND	sw_foreign_plot_governor_vik_reg_waerincwicum	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274567	SECOND	sw_foreign_plot_governor_vik_reg_waerincwicum	TREASURY	AMOUNT[-1000]
27274568	THIRD	sw_foreign_plot_governor_vik_reg_waerincwicum	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274569	FIRST	sw_foreign_plot_governor_vik_reg_werham	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274570	FIRST	sw_foreign_plot_governor_vik_reg_werham	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274571	SECOND	sw_foreign_plot_governor_vik_reg_werham	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274572	SECOND	sw_foreign_plot_governor_vik_reg_werham	TREASURY	AMOUNT[-1000]
27274573	THIRD	sw_foreign_plot_governor_vik_reg_werham	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274574	FIRST	sw_foreign_plot_governor_vik_reg_werham	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274575	FIRST	sw_foreign_plot_governor_vik_reg_werham	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274576	SECOND	sw_foreign_plot_governor_vik_reg_werham	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274577	SECOND	sw_foreign_plot_governor_vik_reg_werham	TREASURY	AMOUNT[-1000]
27274578	THIRD	sw_foreign_plot_governor_vik_reg_werham	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274579	FIRST	sw_foreign_plot_governor_vik_reg_wintanceaster	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274580	FIRST	sw_foreign_plot_governor_vik_reg_wintanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274581	SECOND	sw_foreign_plot_governor_vik_reg_wintanceaster	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274582	SECOND	sw_foreign_plot_governor_vik_reg_wintanceaster	TREASURY	AMOUNT[-1000]
27274583	THIRD	sw_foreign_plot_governor_vik_reg_wintanceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274584	FIRST	sw_foreign_plot_governor_vik_reg_wintanceaster	sw_foreign_plot_governor_1	DURATION[5];GLOBAL
27274585	FIRST	sw_foreign_plot_governor_vik_reg_wintanceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_plot_governor_1]
27274586	SECOND	sw_foreign_plot_governor_vik_reg_wintanceaster	CHANGE_GRAVITAS	AMOUNT[2]; OWN_FACTION_LEADER
27274587	SECOND	sw_foreign_plot_governor_vik_reg_wintanceaster	TREASURY	AMOUNT[-1000]
27274588	THIRD	sw_foreign_plot_governor_vik_reg_wintanceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274589	FIRST	sw_rebellion_henchmen_vik_reg_aberffro	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274590	FIRST	sw_rebellion_henchmen_vik_reg_aberffro	sw_rebellion_oppressor_1	DURATION[4]
27274591	FIRST	sw_rebellion_henchmen_vik_reg_aberffro	TARGET	EVENT
27274592	SECOND	sw_rebellion_henchmen_vik_reg_aberffro	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274593	FIRST	sw_rebellion_henchmen_vik_reg_aberteifi	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274594	FIRST	sw_rebellion_henchmen_vik_reg_aberteifi	sw_rebellion_oppressor_1	DURATION[4]
27274595	FIRST	sw_rebellion_henchmen_vik_reg_aberteifi	TARGET	EVENT
27274596	SECOND	sw_rebellion_henchmen_vik_reg_aberteifi	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274597	FIRST	sw_rebellion_henchmen_vik_reg_achadh_bo	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274598	FIRST	sw_rebellion_henchmen_vik_reg_achadh_bo	sw_rebellion_oppressor_1	DURATION[4]
27274599	FIRST	sw_rebellion_henchmen_vik_reg_achadh_bo	TARGET	EVENT
27274600	SECOND	sw_rebellion_henchmen_vik_reg_achadh_bo	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274601	FIRST	sw_rebellion_henchmen_vik_reg_aethelingaeg	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274602	FIRST	sw_rebellion_henchmen_vik_reg_aethelingaeg	sw_rebellion_oppressor_1	DURATION[4]
27274603	FIRST	sw_rebellion_henchmen_vik_reg_aethelingaeg	TARGET	EVENT
27274604	SECOND	sw_rebellion_henchmen_vik_reg_aethelingaeg	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274605	FIRST	sw_rebellion_henchmen_vik_reg_airchardan	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274606	FIRST	sw_rebellion_henchmen_vik_reg_airchardan	sw_rebellion_oppressor_1	DURATION[4]
27274607	FIRST	sw_rebellion_henchmen_vik_reg_airchardan	TARGET	EVENT
27274608	SECOND	sw_rebellion_henchmen_vik_reg_airchardan	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274609	FIRST	sw_rebellion_henchmen_vik_reg_bebbanburg	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274610	FIRST	sw_rebellion_henchmen_vik_reg_bebbanburg	sw_rebellion_oppressor_1	DURATION[4]
27274611	FIRST	sw_rebellion_henchmen_vik_reg_bebbanburg	TARGET	EVENT
27274612	SECOND	sw_rebellion_henchmen_vik_reg_bebbanburg	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274613	FIRST	sw_rebellion_henchmen_vik_reg_blascona	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274614	FIRST	sw_rebellion_henchmen_vik_reg_blascona	sw_rebellion_oppressor_1	DURATION[4]
27274615	FIRST	sw_rebellion_henchmen_vik_reg_blascona	TARGET	EVENT
27274616	SECOND	sw_rebellion_henchmen_vik_reg_blascona	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274617	FIRST	sw_rebellion_henchmen_vik_reg_bornais	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274618	FIRST	sw_rebellion_henchmen_vik_reg_bornais	sw_rebellion_oppressor_1	DURATION[4]
27274619	FIRST	sw_rebellion_henchmen_vik_reg_bornais	TARGET	EVENT
27274620	SECOND	sw_rebellion_henchmen_vik_reg_bornais	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274621	FIRST	sw_rebellion_henchmen_vik_reg_cair_gwent	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274622	FIRST	sw_rebellion_henchmen_vik_reg_cair_gwent	sw_rebellion_oppressor_1	DURATION[4]
27274623	FIRST	sw_rebellion_henchmen_vik_reg_cair_gwent	TARGET	EVENT
27274624	SECOND	sw_rebellion_henchmen_vik_reg_cair_gwent	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274625	FIRST	sw_rebellion_henchmen_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274626	FIRST	sw_rebellion_henchmen_vik_reg_caisil	sw_rebellion_oppressor_1	DURATION[4]
27274627	FIRST	sw_rebellion_henchmen_vik_reg_caisil	TARGET	EVENT
27274628	SECOND	sw_rebellion_henchmen_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274629	FIRST	sw_rebellion_henchmen_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274630	FIRST	sw_rebellion_henchmen_vik_reg_cantwaraburg	sw_rebellion_oppressor_1	DURATION[4]
27274631	FIRST	sw_rebellion_henchmen_vik_reg_cantwaraburg	TARGET	EVENT
27274632	SECOND	sw_rebellion_henchmen_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274633	FIRST	sw_rebellion_henchmen_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274634	FIRST	sw_rebellion_henchmen_vik_reg_carleol	sw_rebellion_oppressor_1	DURATION[4]
27274635	FIRST	sw_rebellion_henchmen_vik_reg_carleol	TARGET	EVENT
27274636	SECOND	sw_rebellion_henchmen_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274637	FIRST	sw_rebellion_henchmen_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274638	FIRST	sw_rebellion_henchmen_vik_reg_casteltoun	sw_rebellion_oppressor_1	DURATION[4]
27274639	FIRST	sw_rebellion_henchmen_vik_reg_casteltoun	TARGET	EVENT
27274640	SECOND	sw_rebellion_henchmen_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274641	FIRST	sw_rebellion_henchmen_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274642	FIRST	sw_rebellion_henchmen_vik_reg_cathair_commain	sw_rebellion_oppressor_1	DURATION[4]
27274643	FIRST	sw_rebellion_henchmen_vik_reg_cathair_commain	TARGET	EVENT
27274644	SECOND	sw_rebellion_henchmen_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274645	FIRST	sw_rebellion_henchmen_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274646	FIRST	sw_rebellion_henchmen_vik_reg_ceaster	sw_rebellion_oppressor_1	DURATION[4]
27274647	FIRST	sw_rebellion_henchmen_vik_reg_ceaster	TARGET	EVENT
27274648	SECOND	sw_rebellion_henchmen_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274649	FIRST	sw_rebellion_henchmen_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274650	FIRST	sw_rebellion_henchmen_vik_reg_cetretha	sw_rebellion_oppressor_1	DURATION[4]
27274651	FIRST	sw_rebellion_henchmen_vik_reg_cetretha	TARGET	EVENT
27274652	SECOND	sw_rebellion_henchmen_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274653	FIRST	sw_rebellion_henchmen_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274654	FIRST	sw_rebellion_henchmen_vik_reg_cippanhamm	sw_rebellion_oppressor_1	DURATION[4]
27274655	FIRST	sw_rebellion_henchmen_vik_reg_cippanhamm	TARGET	EVENT
27274656	SECOND	sw_rebellion_henchmen_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274657	FIRST	sw_rebellion_henchmen_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274658	FIRST	sw_rebellion_henchmen_vik_reg_colneceaster	sw_rebellion_oppressor_1	DURATION[4]
27274659	FIRST	sw_rebellion_henchmen_vik_reg_colneceaster	TARGET	EVENT
27274660	SECOND	sw_rebellion_henchmen_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274661	FIRST	sw_rebellion_henchmen_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274662	FIRST	sw_rebellion_henchmen_vik_reg_corcach	sw_rebellion_oppressor_1	DURATION[4]
27274663	FIRST	sw_rebellion_henchmen_vik_reg_corcach	TARGET	EVENT
27274664	SECOND	sw_rebellion_henchmen_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274665	FIRST	sw_rebellion_henchmen_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274666	FIRST	sw_rebellion_henchmen_vik_reg_dinefwr	sw_rebellion_oppressor_1	DURATION[4]
27274667	FIRST	sw_rebellion_henchmen_vik_reg_dinefwr	TARGET	EVENT
27274668	SECOND	sw_rebellion_henchmen_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274669	FIRST	sw_rebellion_henchmen_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274670	FIRST	sw_rebellion_henchmen_vik_reg_doreceaster	sw_rebellion_oppressor_1	DURATION[4]
27274671	FIRST	sw_rebellion_henchmen_vik_reg_doreceaster	TARGET	EVENT
27274672	SECOND	sw_rebellion_henchmen_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274673	FIRST	sw_rebellion_henchmen_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274674	FIRST	sw_rebellion_henchmen_vik_reg_druim_da_ethiar	sw_rebellion_oppressor_1	DURATION[4]
27274675	FIRST	sw_rebellion_henchmen_vik_reg_druim_da_ethiar	TARGET	EVENT
27274676	SECOND	sw_rebellion_henchmen_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274677	FIRST	sw_rebellion_henchmen_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274678	FIRST	sw_rebellion_henchmen_vik_reg_dun_att	sw_rebellion_oppressor_1	DURATION[4]
27274679	FIRST	sw_rebellion_henchmen_vik_reg_dun_att	TARGET	EVENT
27274680	SECOND	sw_rebellion_henchmen_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274681	FIRST	sw_rebellion_henchmen_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274682	FIRST	sw_rebellion_henchmen_vik_reg_dun_foither	sw_rebellion_oppressor_1	DURATION[4]
27274683	FIRST	sw_rebellion_henchmen_vik_reg_dun_foither	TARGET	EVENT
27274684	SECOND	sw_rebellion_henchmen_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274685	FIRST	sw_rebellion_henchmen_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274686	FIRST	sw_rebellion_henchmen_vik_reg_dun_patraic	sw_rebellion_oppressor_1	DURATION[4]
27274687	FIRST	sw_rebellion_henchmen_vik_reg_dun_patraic	TARGET	EVENT
27274688	SECOND	sw_rebellion_henchmen_vik_reg_dun_patraic	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274689	FIRST	sw_rebellion_henchmen_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274690	FIRST	sw_rebellion_henchmen_vik_reg_dun_sebuirgi	sw_rebellion_oppressor_1	DURATION[4]
27274691	FIRST	sw_rebellion_henchmen_vik_reg_dun_sebuirgi	TARGET	EVENT
27274692	SECOND	sw_rebellion_henchmen_vik_reg_dun_sebuirgi	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274693	FIRST	sw_rebellion_henchmen_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274694	FIRST	sw_rebellion_henchmen_vik_reg_dyflin	sw_rebellion_oppressor_1	DURATION[4]
27274695	FIRST	sw_rebellion_henchmen_vik_reg_dyflin	TARGET	EVENT
27274696	SECOND	sw_rebellion_henchmen_vik_reg_dyflin	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274697	FIRST	sw_rebellion_henchmen_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274698	FIRST	sw_rebellion_henchmen_vik_reg_eidenburg	sw_rebellion_oppressor_1	DURATION[4]
27274699	FIRST	sw_rebellion_henchmen_vik_reg_eidenburg	TARGET	EVENT
27274700	SECOND	sw_rebellion_henchmen_vik_reg_eidenburg	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274701	FIRST	sw_rebellion_henchmen_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274702	FIRST	sw_rebellion_henchmen_vik_reg_eoferwic	sw_rebellion_oppressor_1	DURATION[4]
27274703	FIRST	sw_rebellion_henchmen_vik_reg_eoferwic	TARGET	EVENT
27274704	SECOND	sw_rebellion_henchmen_vik_reg_eoferwic	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274705	FIRST	sw_rebellion_henchmen_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274706	FIRST	sw_rebellion_henchmen_vik_reg_exanceaster	sw_rebellion_oppressor_1	DURATION[4]
27274707	FIRST	sw_rebellion_henchmen_vik_reg_exanceaster	TARGET	EVENT
27274708	SECOND	sw_rebellion_henchmen_vik_reg_exanceaster	TEXT_DISPLAY	LOOKUP[sw_do_nothing]
27274709	FIRST	sw_rebellion_henchmen_vik_reg_gleawceaster	TEXT_DISPLAY	LOOKUP[sw_governor_trait_shield_tyrant_opressor]
27274710	FIRST	sw_rebellion_henchmen_vik_reg_gleawceaster	sw_rebellion_oppressor_1	DURATION[4]
